Date,Home,hpts,Away,apts
2/8/15,Holy Cross,57,Bucknell,70
2/8/15,Illinois Chicago,83,Detroit,73
2/8/15,Michigan,67,Indiana,70
2/8/15,Marist,67,Iona,89
2/8/15,Maryland,55,Iowa,71
2/8/15,La Salle,59,Massachusetts,66
2/8/15,Clemson,45,Miami FL,56
2/8/15,Canisius,40,Monmouth,44
2/8/15,Washington St.,72,Oregon,95
2/8/15,Washington,50,Oregon St.,64
2/8/15,Niagara,69,Quinnipiac,91
2/8/15,Rhode Island,79,Richmond,74
2/8/15,Manhattan,77,Rider,85
2/8/15,Ohio St.,79,Rutgers,60
2/8/15,USC,62,Stanford,70
2/8/15,Oakland,76,Valparaiso,82
2/9/15,Lamar,80,Abilene Christian,61
2/9/15,Mississippi Valley St.,57,Alabama St.,65
2/9/15,Grambling St.,77,Alcorn St.,91
2/9/15,Oklahoma St.,74,Baylor,65
2/9/15,Savannah St.,73,Coppin St.,70
2/9/15,Florida A&M,74,Delaware St.,90
2/9/15,Duke,73,Florida St.,70
2/9/15,UNC Asheville,92,Gardner Webb,89
2/9/15,Howard,69,Hampton,73
2/9/15,Texas A&M Corpus Chris,66,Houston Baptist,77
2/9/15,Boston University,74,Lafayette,60
2/9/15,South Carolina St.,43,Morgan St.,55
2/9/15,McNeese St.,71,New Orleans,81
2/9/15,Maryland Eastern Shore,82,Norfolk St.,64
2/9/15,Stephen F. Austin,93,Northwestern St.,82
2/9/15,Iowa St.,83,Oklahoma,94
2/9/15,Siena,57,Saint Peter's,65
2/9/15,Texas College,39,Sam Houston St.,88
2/9/15,Jackson St.,62,Southern,52
2/9/15,St. Katherine,55,Utah Valley,77
2/9/15,Georgia Tech,63,Virginia Tech,65
2/9/15,Arkansas Pine Bluff,56,Alabama A&M,42
2/10/15,Iona,72,Fairfield,57
2/10/15,Kent St.,52,Akron,61
2/10/15,Arkansas,101,Auburn,87
2/10/15,Albany,62,Binghamton,46
2/10/15,Western Michigan,49,Bowling Green,65
2/10/15,Toledo,92,Buffalo,88
2/10/15,Notre Dame,60,Clemson,58
2/10/15,New Mexico,59,Colorado St.,70
2/10/15,Memphis,53,East Carolina,64
2/10/15,Miami OH,69,Eastern Michigan,83
2/10/15,Missouri St.,66,Evansville,73
2/10/15,New Hampshire,76,Hartford,70
2/10/15,Campbell,60,Liberty,73
2/10/15,Kentucky,71,LSU,69
2/10/15,Xavier,64,Marquette,44
2/10/15,Oakland,67,Milwaukee,84
2/10/15,Alabama,55,Mississippi St.,51
2/10/15,Wisconsin,65,Nebraska,55
2/10/15,Ball St.,63,Northern Illinois,75
2/10/15,Michigan St.,68,Northwestern,44
2/10/15,Central Michigan,68,Ohio,57
2/10/15,Dayton,51,Saint Louis,44
2/10/15,Georgetown,86,Seton Hall,67
2/10/15,Missouri,60,South Carolina,65
2/10/15,Central Arkansas,58,Southeastern Louisiana,83
2/10/15,Cincinnati,59,Temple,75
2/10/15,Kansas,73,Texas Tech,51
2/10/15,Fresno St.,61,UNLV,73
2/10/15,Nevada,62,Utah St.,75
2/10/15,James Madison,67,Delaware,54
2/10/15,Towson,49,Drexel,53
2/10/15,Nicholls St.,64,Incarnate Word,73
2/11/15,Holy Cross,73,Army,64
2/11/15,Air Force,42,Boise St.,67
2/11/15,Syracuse,70,Boston College,56
2/11/15,Colgate,76,Boston University,69
2/11/15,Coastal Carolina,72,Charleston Southern,83
2/11/15,George Mason,71,Davidson,92
2/11/15,Bradley,54,Drake,60
2/11/15,George Washington,62,Duquesne,78
2/11/15,Morehead St.,57,Eastern Kentucky,69
2/11/15,Winthrop,72,High Point,73
2/11/15,IPFW,69,IUPUI,54
2/11/15,Belmont,70,Jacksonville St.,72
2/11/15,Pittsburgh,56,Louisville,69
2/11/15,Southern Illinois,62,Loyola Chicago,66
2/11/15,Lafayette,43,Loyola MD,62
2/11/15,Indiana,66,Maryland,68
2/11/15,Bucknell,52,Navy,51
2/11/15,Virginia,51,North Carolina St.,47
2/11/15,Illinois St.,64,Northern Iowa,83
2/11/15,Penn St.,55,Ohio St.,75
2/11/15,Villanova,74,Providence,68
2/11/15,Longwood,75,Radford,80
2/11/15,Fordham,71,Richmond,73
2/11/15,Rhode Island,64,Saint Joseph's,65
2/11/15,Wyoming,41,San Diego St.,67
2/11/15,Massachusetts,55,St. Bonaventure,53
2/11/15,DePaul,78,St. John's,86
2/11/15,TCU,43,Texas,66
2/11/15,Georgia,62,Texas A&M,53
2/11/15,Oregon St.,59,UCLA,75
2/11/15,Stony Brook,73,UMBC,61
2/11/15,Oregon,80,USC,75
2/11/15,Tennessee,76,Vanderbilt,73
2/11/15,La Salle,74,VCU,69
2/11/15,UMass Lowell,53,Vermont,96
2/11/15,Miami FL,70,Wake Forest,72
2/11/15,Kansas St.,72,West Virginia,76
2/11/15,Indiana St.,57,Wichita St.,74
2/11/15,Elon,58,William & Mary,77
2/11/15,Green Bay,63,Youngstown St.,62
2/11/15,College of Charleston,45,UNC Wilmington,58
2/11/15,South Florida,62,UCF,73
2/12/15,Arkansas Little Rock,79,Appalachian St.,74
2/12/15,Eastern Illinois,66,Austin Peay,55
2/12/15,Saint Mary's,60,BYU,82
2/12/15,Cal St. Northridge,63,Cal Poly,70
2/12/15,California,68,Colorado,61
2/12/15,Tulsa,45,Connecticut,70
2/12/15,North Dakota St.,73,Denver,69
2/12/15,Sacramento St.,61,Eastern Washington,64
2/12/15,Bryant,74,Fairleigh Dickinson,71
2/12/15,Mississippi,62,Florida,61
2/12/15,Arkansas St.,60,Georgia Southern,65
2/12/15,Loyola Marymount,51,Gonzaga,80
2/12/15,UC Riverside,52,Hawaii,73
2/12/15,Northeastern,79,Hofstra,68
2/12/15,SMU,75,Houston,69
2/12/15,Portland St.,76,Idaho,87
2/12/15,Northern Arizona,66,Idaho St.,80
2/12/15,Michigan,52,Illinois,64
2/12/15,Minnesota,64,Iowa,59
2/12/15,Jacksonville,65,Kennesaw St.,78
2/12/15,American,58,Lehigh,65
2/12/15,Stetson,85,Lipscomb,87
2/12/15,Louisiana Lafayette,55,Louisiana Monroe,67
2/12/15,Florida Atlantic,54,Louisiana Tech,65
2/12/15,Siena,66,Marist,64
2/12/15,Western Carolina,58,Mercer,54
2/12/15,Sacred Heart,62,Mount St. Mary's,55
2/12/15,SIU Edwardsville,46,Murray St.,78
2/12/15,South Dakota,74,Nebraska Omaha,73
2/12/15,Seattle,47,New Mexico St.,73
2/12/15,Montana,65,North Dakota,61
2/12/15,UAB,64,North Texas,67
2/12/15,Montana St.,90,Northern Colorado,87
2/12/15,Florida Gulf Coast,65,Northern Kentucky,59
2/12/15,Western Illinois,67,Oral Roberts,77
2/12/15,Pepperdine,52,Portland,69
2/12/15,Middle Tennessee,68,Rice,71
2/12/15,LIU Brooklyn,63,Robert Morris,62
2/12/15,Purdue,61,Rutgers,51
2/12/15,The Citadel,66,Samford,65
2/12/15,Pacific,48,San Diego,68
2/12/15,Santa Clara,62,San Francisco,69
2/12/15,Tennessee Martin,76,Southeast Missouri St.,98
2/12/15,FIU,73,Southern Miss,71
2/12/15,Wagner,66,St. Francis NY,83
2/12/15,Central Connecticut,63,St. Francis PA,74
2/12/15,Tennessee St.,52,Tennessee Tech,71
2/12/15,Cal St. Bakersfield,66,Texas Pan American,54
2/12/15,UT Arlington,70,Texas St.,61
2/12/15,South Alabama,71,Troy,67
2/12/15,Cal St. Fullerton,69,UC Davis,75
2/12/15,Long Beach St.,55,UC Santa Barbara,70
2/12/15,Presbyterian,69,UNC Asheville,65
2/12/15,East Tennessee St.,65,UNC Greensboro,62
2/12/15,North Florida,63,USC Upstate,80
2/12/15,Stanford,59,Utah,75
2/12/15,Charlotte,68,UTEP,73
2/12/15,Old Dominion,67,UTSA,72
2/12/15,Furman,59,VMI,93
2/12/15,Southern Utah,65,Weber St.,56
2/12/15,Chattanooga,56,Wofford,46
2/12/15,Illinois Chicago,79,Wright St.,75
2/13/15,Brown,64,Princeton,75
2/13/15,Rider,60,Canisius,59
2/13/15,Incarnate Word,77,Central Arkansas,67
2/13/15,Cornell,81,Dartmouth,72
2/13/15,Cleveland St.,65,Detroit,66
2/13/15,Quinnipiac,60,Fairfield,59
2/13/15,Columbia,68,Harvard,72
2/13/15,Iona,70,Manhattan,67
2/13/15,Saint Peter's,77,Niagara,65
2/13/15,Albany,65,NJIT,59
2/13/15,Yale,75,Penn,48
2/13/15,Green Bay,59,Valparaiso,63
2/13/15,Arizona,86,Washington,62
2/13/15,Arizona St.,71,Washington St.,74
2/13/15,Kent St.,76,Toledo,75
2/14/15,UNLV,75,Air Force,76
2/14/15,Vanderbilt,76,Alabama,68
2/14/15,Alabama A&M,80,Alabama St.,71
2/14/15,Lafayette,77,American,88
2/14/15,Georgia Southern,72,Arkansas Little Rock,70
2/14/15,Southern,74,Arkansas Pine Bluff,56
2/14/15,Bowling Green,79,Ball St.,65
2/14/15,Morehead St.,57,Belmont,58
2/14/15,North Carolina Central,65,Bethune Cookman,51
2/14/15,Loyola MD,60,Boston University,73
2/14/15,Central Michigan,75,Buffalo,74
2/14/15,Villanova,68,Butler,65
2/14/15,Pacific,59,BYU,84
2/14/15,Long Beach St.,58,Cal Poly,71
2/14/15,UC Santa Barbara,65,Cal St. Northridge,57
2/14/15,High Point,63,Campbell,51
2/14/15,Samford,72,Chattanooga,79
2/14/15,UMKC,61,Chicago St.,50
2/14/15,Tulane,50,Cincinnati,49
2/14/15,Virginia Tech,54,Clemson,75
2/14/15,Liberty,56,Coastal Carolina,96
2/14/15,Navy,70,Colgate,69
2/14/15,Howard,77,Coppin St.,60
2/14/15,Marquette,70,Creighton,77
2/14/15,Columbia,49,Dartmouth,61
2/14/15,St. Bonaventure,61,Dayton,75
2/14/15,IUPUI,54,Denver,53
2/14/15,Furman,59,East Tennessee St.,66
2/14/15,Akron,75,Eastern Michigan,78
2/14/15,Portland St.,68,Eastern Washington,66
2/14/15,James Madison,86,Elon,75
2/14/15,North Carolina A&T,50,Florida A&M,57
2/14/15,Boise St.,64,Fresno St.,70
2/14/15,Richmond,67,George Mason,71
2/14/15,VCU,79,George Washington,66
2/14/15,Auburn,69,Georgia,68
2/14/15,Florida St.,57,Georgia Tech,53
2/14/15,Pepperdine,48,Gonzaga,56
2/14/15,Texas Southern,81,Grambling St.,58
2/14/15,Utah Valley,57,Grand Canyon,83
2/14/15,Cornell,40,Harvard,61
2/14/15,Cal St. Fullerton,61,Hawaii,81
2/14/15,Lehigh,52,Holy Cross,58
2/14/15,Sam Houston St.,87,Houston Baptist,64
2/14/15,Sacramento St.,58,Idaho,69
2/14/15,Southern Utah,71,Idaho St.,67
2/14/15,Wichita St.,68,Illinois St.,62
2/14/15,Drake,54,Indiana St.,75
2/14/15,West Virginia,59,Iowa St.,79
2/14/15,Prairie View A&M,61,Jackson St.,55
2/14/15,Tennessee Tech,68,Jacksonville St.,82
2/14/15,Baylor,64,Kansas,74
2/14/15,Oklahoma,56,Kansas St.,59
2/14/15,North Florida,67,Kennesaw St.,51
2/14/15,South Carolina,43,Kentucky,77
2/14/15,Davidson,77,La Salle,69
2/14/15,Florida Gulf Coast,76,Lipscomb,74
2/14/15,Charleston Southern,65,Longwood,64
2/14/15,Appalachian St.,58,Louisiana Monroe,69
2/14/15,FIU,42,Louisiana Tech,75
2/14/15,North Carolina St.,74,Louisville,65
2/14/15,Western Kentucky,82,Marshall,87
2/14/15,Delaware St.,91,Maryland Eastern Shore,85
2/14/15,Duquesne,74,Massachusetts,82
2/14/15,Northwestern St.,75,McNeese St.,72
2/14/15,UNC Greensboro,50,Mercer,55
2/14/15,Ohio,66,Miami OH,77
2/14/15,Ohio St.,56,Michigan St.,59
2/14/15,Arkansas,71,Mississippi,70
2/14/15,Alcorn St.,60,Mississippi Valley St.,76
2/14/15,Mississippi St.,77,Missouri,74
2/14/15,Norfolk St.,70,Morgan St.,73
2/14/15,Bryant,68,Mount St. Mary's,75
2/14/15,Western Illinois,58,Nebraska Omaha,77
2/14/15,New Mexico,63,Nevada,66
2/14/15,Binghamton,48,New Hampshire,66
2/14/15,Cal St. Bakersfield,58,New Mexico St.,74
2/14/15,Southeastern Louisiana,65,Nicholls St.,59
2/14/15,Montana St.,80,North Dakota,78
2/14/15,Middle Tennessee,56,North Texas,57
2/14/15,Montana,83,Northern Colorado,81
2/14/15,Stetson,57,Northern Kentucky,82
2/14/15,South Dakota,83,Oral Roberts,70
2/14/15,Brown,71,Penn,55
2/14/15,Maryland,76,Penn St.,73
2/14/15,North Carolina,76,Pittsburgh,89
2/14/15,Loyola Marymount,63,Portland,66
2/14/15,Radford,62,Presbyterian,56
2/14/15,Yale,81,Princeton,73
2/14/15,Seton Hall,62,Providence,69
2/14/15,Saint Louis,68,Rhode Island,81
2/14/15,UAB,73,Rice,82
2/14/15,Central Connecticut,52,Robert Morris,53
2/14/15,Saint Mary's,69,San Diego,62
2/14/15,Colorado St.,63,San Diego St.,72
2/14/15,South Carolina St.,56,Savannah St.,53
2/14/15,Monmouth,83,Siena,64
2/14/15,Eastern Illinois,63,SIU Edwardsville,80
2/14/15,Connecticut,55,SMU,73
2/14/15,UT Arlington,91,South Alabama,97
2/14/15,North Dakota St.,58,South Dakota St.,68
2/14/15,Memphis,75,South Florida,48
2/14/15,Murray St.,94,Southeast Missouri St.,92
2/14/15,Evansville,72,Southern Illinois,64
2/14/15,Florida Atlantic,54,Southern Miss,62
2/14/15,Sacred Heart,62,St. Francis NY,71
2/14/15,LIU Brooklyn,79,St. Francis PA,74
2/14/15,Maine,52,Stony Brook,80
2/14/15,Duke,80,Syracuse,72
2/14/15,Oklahoma St.,55,TCU,70
2/14/15,East Carolina,53,Temple,66
2/14/15,LSU,73,Tennessee,55
2/14/15,Austin Peay,61,Tennessee Martin,67
2/14/15,Eastern Kentucky,69,Tennessee St.,41
2/14/15,Texas Tech,41,Texas,56
2/14/15,Florida,62,Texas A&M,63
2/14/15,Stephen F. Austin,63,Texas A&M Corpus Chris,71
2/14/15,Seattle,57,Texas Pan American,68
2/14/15,Georgia St.,53,Texas St.,41
2/14/15,Louisiana Lafayette,84,Troy,80
2/14/15,UC Irvine,63,UC Riverside,70
2/14/15,Oregon,63,UCLA,72
2/14/15,Hartford,63,UMass Lowell,69
2/14/15,Northeastern,61,UNC Wilmington,66
2/14/15,Oregon St.,55,USC,68
2/14/15,Jacksonville,89,USC Upstate,70
2/14/15,Old Dominion,47,UTEP,62
2/14/15,Charlotte,89,UTSA,81
2/14/15,UMBC,51,Vermont,74
2/14/15,Wake Forest,60,Virginia,61
2/14/15,Fairleigh Dickinson,79,Wagner,83
2/14/15,Northern Arizona,61,Weber St.,54
2/14/15,Wofford,75,Western Carolina,55
2/14/15,Northern Illinois,65,Western Michigan,69
2/14/15,Delaware,73,William & Mary,70
2/14/15,Gardner Webb,68,Winthrop,71
2/14/15,San Jose St.,60,Wyoming,77
2/14/15,St. John's,78,Xavier,70
2/15/15,Hofstra,81,Drexel,57
2/15/15,VMI,84,The Citadel,69
2/15/15,Bucknell,78,Army,75
2/15/15,Loyola Chicago,58,Bradley,53
2/15/15,Saint Peter's,55,Canisius,69
2/15/15,Illinois Chicago,59,Cleveland St.,67
2/15/15,Towson,53,College of Charleston,50
2/15/15,Stanford,58,Colorado,64
2/15/15,Saint Joseph's,55,Fordham,69
2/15/15,Minnesota,71,Indiana,90
2/15/15,Fairfield,70,Manhattan,79
2/15/15,Valparaiso,62,Milwaukee,55
2/15/15,Northern Iowa,68,Missouri St.,57
2/15/15,Rider,69,Niagara,60
2/15/15,Iowa,61,Northwestern,66
2/15/15,Detroit,78,Oakland,83
2/15/15,Nebraska,54,Purdue,66
2/15/15,Iona,60,Quinnipiac,57
2/15/15,Houston,54,UCF,56
2/15/15,California,61,Utah,76
2/15/15,Arizona St.,78,Washington,68
2/15/15,Arizona,86,Washington St.,59
2/15/15,Illinois,49,Wisconsin,68
2/15/15,Youngstown St.,74,Wright St.,69
2/16/15,Miami FL,89,Boston College,86
2/16/15,North Carolina A&T,56,Bethune Cookman,78
2/16/15,Butler,58,Creighton,56
2/16/15,Coppin St.,96,Delaware St.,92
2/16/15,Tennessee Tech,79,East Tennessee St.,87
2/16/15,North Carolina Central,73,Florida A&M,48
2/16/15,Clemson,52,Georgia Tech,63
2/16/15,Prairie View A&M,95,Grambling St.,44
2/16/15,Houston Baptist,64,Lamar,72
2/16/15,Stephen F. Austin,90,Incarnate Word,76
2/16/15,Texas Southern,71,Jackson St.,70
2/16/15,Howard,60,Maryland Eastern Shore,71
2/16/15,Southeastern Louisiana,69,McNeese St.,74
2/16/15,Southern,68,Mississippi Valley St.,56
2/16/15,Marist,65,Monmouth,69
2/16/15,Hampton,93,Morgan St.,65
2/16/15,ME Fort Kent,55,NJIT,89
2/16/15,Central Arkansas,70,Northwestern St.,86
2/16/15,Coastal Carolina,65,Radford,59
2/16/15,Abilene Christian,49,Sam Houston St.,71
2/16/15,New Orleans,53,Texas A&M Corpus Chris,55
2/16/15,Seton Hall,54,Villanova,80
2/16/15,Pittsburgh,49,Virginia,61
2/16/15,Kansas,61,West Virginia,62
2/17/15,Alcorn St.,70,Arkansas Pine Bluff,74
2/17/15,Stony Brook,59,Albany,56
2/17/15,Alabama,79,Auburn,68
2/17/15,Bethesda,61,Cal St. Northridge,89
2/17/15,Drake,52,Evansville,61
2/17/15,St. John's,57,Georgetown,79
2/17/15,South Carolina,64,Georgia,58
2/17/15,UMBC,52,Hartford,55
2/17/15,Longwood,78,Liberty,72
2/17/15,Michigan St.,80,Michigan,67
2/17/15,Wyoming,64,Nevada,58
2/17/15,San Diego St.,63,New Mexico,46
2/17/15,Wake Forest,75,Notre Dame,88
2/17/15,Texas,69,Oklahoma,71
2/17/15,Avila,60,South Dakota,84
2/17/15,Houston,67,South Florida,69
2/17/15,Wichita St.,84,Southern Illinois,62
2/17/15,Kentucky,66,Tennessee,48
2/17/15,LSU,62,Texas A&M,68
2/17/15,Baylor,54,Texas Tech,49
2/17/15,Saint Louis,54,VCU,74
2/18/15,Toledo,68,Akron,66
2/18/15,Boston University,61,American,53
2/18/15,Missouri,69,Arkansas,84
2/18/15,Vermont,55,Binghamton,57
2/18/15,Miami OH,67,Bowling Green,56
2/18/15,Illinois St.,60,Bradley,47
2/18/15,Loyola MD,50,Bucknell,61
2/18/15,Northern Illinois,66,Central Michigan,68
2/18/15,Presbyterian,49,Charleston Southern,75
2/18/15,Xavier,59,Cincinnati,57
2/18/15,Army,69,Colgate,84
2/18/15,Elon,63,College of Charleston,77
2/18/15,Providence,84,DePaul,57
2/18/15,North Carolina,90,Duke,92
2/18/15,Buffalo,78,Eastern Michigan,63
2/18/15,Vanderbilt,47,Florida,50
2/18/15,Boston College,60,Florida St.,69
2/18/15,Colorado St.,81,Fresno St.,73
2/18/15,Fordham,80,George Mason,68
2/18/15,Davidson,65,George Washington,63
2/18/15,Detroit,76,Green Bay,96
2/18/15,Gardner Webb,62,High Point,83
2/18/15,Drexel,78,James Madison,82
2/18/15,Ball St.,53,Kent St.,58
2/18/15,Duquesne,72,La Salle,87
2/18/15,Holy Cross,81,Lafayette,89
2/18/15,Northern Iowa,58,Loyola Chicago,39
2/18/15,Virginia Tech,52,Miami FL,76
2/18/15,Northwestern,72,Minnesota,66
2/18/15,Indiana St.,56,Missouri St.,60
2/18/15,Lehigh,59,Navy,53
2/18/15,William & Mary,64,Northeastern,75
2/18/15,Iowa St.,70,Oklahoma St.,65
2/18/15,Colorado,60,Oregon,73
2/18/15,Wisconsin,55,Penn St.,47
2/18/15,Massachusetts,59,Rhode Island,75
2/18/15,Utah St.,76,San Jose St.,54
2/18/15,UMKC,56,Seattle,74
2/18/15,Richmond,71,St. Bonaventure,56
2/18/15,Louisville,59,Syracuse,69
2/18/15,Kansas St.,55,TCU,69
2/18/15,Hofstra,87,Towson,82
2/18/15,East Carolina,58,Tulsa,69
2/18/15,UCLA,66,Arizona St.,68
2/18/15,Maine,71,UMass Lowell,82
2/18/15,Boise St.,53,UNLV,48
2/18/15,South Dakota St.,79,Western Illinois,77
2/18/15,Ohio,69,Western Michigan,80
2/18/15,UNC Asheville,70,Winthrop,91
2/18/15,Oakland,76,Wright St.,67
2/19/15,USC,57,Arizona,87
2/19/15,Arkansas St.,57,Arkansas Little Rock,70
2/19/15,Eastern Kentucky,61,Belmont,66
2/19/15,San Diego,62,BYU,75
2/19/15,Chicago St.,51,Cal St. Bakersfield,64
2/19/15,Cal Poly,65,Cal St. Fullerton,54
2/19/15,St. Francis PA,50,Central Connecticut,53
2/19/15,Louisiana Tech,83,Charlotte,82
2/19/15,Mercer,61,Chattanooga,74
2/19/15,Campbell,57,Coastal Carolina,81
2/19/15,Saint Joseph's,64,Dayton,68
2/19/15,UNC Wilmington,59,Delaware,70
2/19/15,IPFW,63,Denver,47
2/19/15,Tennessee Martin,75,Eastern Illinois,73
2/19/15,Niagara,55,Fairfield,53
2/19/15,Rice,56,FIU,60
2/19/15,North Texas,79,Florida Atlantic,72
2/19/15,Kennesaw St.,53,Florida Gulf Coast,54
2/19/15,The Citadel,62,Furman,56
2/19/15,Troy,65,Georgia Southern,62
2/19/15,South Alabama,51,Georgia St.,79
2/19/15,Texas Pan American,59,Grand Canyon,64
2/19/15,Milwaukee,71,Illinois Chicago,60
2/19/15,Purdue,67,Indiana,63
2/19/15,Rutgers,47,Iowa,81
2/19/15,Northern Kentucky,75,Jacksonville,83
2/19/15,UC Davis,65,Long Beach St.,58
2/19/15,Texas St.,42,Louisiana Lafayette,64
2/19/15,San Francisco,72,Loyola Marymount,45
2/19/15,Nebraska,65,Maryland,69
2/19/15,Connecticut,72,Memphis,75
2/19/15,Marshall,51,Middle Tennessee,90
2/19/15,Mississippi,71,Mississippi St.,65
2/19/15,Idaho St.,77,Montana,88
2/19/15,Weber St.,74,Montana St.,71
2/19/15,LIU Brooklyn,65,Mount St. Mary's,82
2/19/15,Oral Roberts,81,Nebraska Omaha,78
2/19/15,IUPUI,48,North Dakota St.,57
2/19/15,Lipscomb,78,North Florida,93
2/19/15,Idaho,65,Northern Arizona,72
2/19/15,Southern Miss,38,Old Dominion,64
2/19/15,Utah,47,Oregon St.,37
2/19/15,Gonzaga,86,Pacific,74
2/19/15,Santa Clara,55,Pepperdine,64
2/19/15,North Dakota,70,Portland St.,80
2/19/15,Quinnipiac,83,Rider,94
2/19/15,Northern Colorado,59,Sacramento St.,66
2/19/15,Robert Morris,76,Sacred Heart,80
2/19/15,Portland,51,Saint Mary's,68
2/19/15,Monmouth,63,Saint Peter's,58
2/19/15,Canisius,69,Siena,63
2/19/15,Southeast Missouri St.,72,SIU Edwardsville,75
2/19/15,Temple,58,SMU,67
2/19/15,Eastern Washington,78,Southern Utah,75
2/19/15,Fairleigh Dickinson,54,St. Francis NY,70
2/19/15,USC Upstate,73,Stetson,54
2/19/15,UCF,69,Tulane,55
2/19/15,Western Kentucky,66,UAB,71
2/19/15,Hawaii,60,UC Irvine,75
2/19/15,UC Santa Barbara,62,UC Riverside,64
2/19/15,Appalachian St.,68,UT Arlington,81
2/19/15,New Mexico St.,51,Utah Valley,38
2/19/15,Bryant,66,Wagner,65
2/19/15,UNC Greensboro,62,Wofford,77
2/20/15,Hartford,64,Albany,70
2/20/15,Columbia,76,Brown,59
2/20/15,Princeton,63,Dartmouth,56
2/20/15,Cleveland St.,66,Green Bay,61
2/20/15,Penn,46,Harvard,69
2/20/15,Iona,72,Marist,68
2/20/15,Cornell,51,Yale,62
2/21/15,Miami OH,57,Akron,52
2/21/15,Georgia,66,Alabama,65
2/21/15,Alabama St.,71,Alcorn St.,67
2/21/15,UCLA,47,Arizona,57
2/21/15,Louisiana Monroe,68,Arkansas St.,70
2/21/15,Kansas St.,42,Baylor,69
2/21/15,Florida A&M,57,Bethune Cookman,64
2/21/15,Nevada,46,Boise St.,78
2/21/15,Notre Dame,87,Boston College,70
2/21/15,Buffalo,68,Bowling Green,56
2/21/15,Cornell,56,Brown,57
2/21/15,Robert Morris,76,Bryant,70
2/21/15,Butler,56,Xavier,73
2/21/15,UMKC,62,Cal St. Bakersfield,64
2/21/15,UC Santa Barbara,69,Cal St. Fullerton,54
2/21/15,Charleston Southern,86,Campbell,57
2/21/15,Sam Houston St.,70,Central Arkansas,42
2/21/15,Sacred Heart,73,Central Connecticut,76
2/21/15,Ball St.,60,Central Michigan,83
2/21/15,Southern Miss,43,Charlotte,71
2/21/15,East Tennessee St.,59,Chattanooga,67
2/21/15,Air Force,53,Colorado St.,66
2/21/15,Norfolk St.,99,Coppin St.,81
2/21/15,Penn,62,Dartmouth,67
2/21/15,Fordham,57,Davidson,76
2/21/15,Elon,83,Delaware,75
2/21/15,Clemson,56,Duke,78
2/21/15,Dayton,73,Duquesne,83
2/21/15,South Florida,60,East Carolina,73
2/21/15,Saint Peter's,43,Fairfield,57
2/21/15,North Texas,70,FIU,56
2/21/15,Rice,76,Florida Atlantic,69
2/21/15,USC Upstate,72,Florida Gulf Coast,86
2/21/15,Liberty,67,Gardner Webb,77
2/21/15,Rhode Island,71,George Mason,56
2/21/15,DePaul,63,Georgetown,68
2/21/15,South Alabama,74,Georgia Southern,80
2/21/15,Appalachian St.,43,Georgia St.,87
2/21/15,New Mexico St.,72,Grand Canyon,55
2/21/15,Delaware St.,74,Hampton,71
2/21/15,Princeton,55,Harvard,63
2/21/15,Presbyterian,58,High Point,67
2/21/15,Cincinnati,63,Houston,53
2/21/15,Loyola Chicago,60,Illinois St.,67
2/21/15,Texas A&M Corpus Chris,68,Incarnate Word,74
2/21/15,Southern Illinois,58,Indiana St.,78
2/21/15,Grambling St.,33,Jackson St.,72
2/21/15,Lipscomb,87,Jacksonville,83
2/21/15,Tennessee St.,50,Jacksonville St.,55
2/21/15,TCU,72,Kansas,81
2/21/15,Auburn,75,Kentucky,110
2/21/15,McNeese St.,53,Lamar,58
2/21/15,Wagner,60,LIU Brooklyn,47
2/21/15,Winthrop,83,Longwood,59
2/21/15,Miami FL,53,Louisville,55
2/21/15,Santa Clara,70,Loyola Marymount,63
2/21/15,Florida,63,LSU,70
2/21/15,Maine,66,UMBC,73
2/21/15,Villanova,87,Marquette,76
2/21/15,Tennessee,57,Mississippi,59
2/21/15,Arkansas,65,Mississippi St.,61
2/21/15,Weber St.,63,Montana,74
2/21/15,Idaho St.,53,Montana St.,67
2/21/15,Morgan St.,59,North Carolina Central,74
2/21/15,Fairleigh Dickinson,64,Mount St. Mary's,75
2/21/15,Austin Peay,54,Murray St.,89
2/21/15,UNLV,76,New Mexico,68
2/21/15,Northwestern St.,87,New Orleans,84
2/21/15,Georgia Tech,60,North Carolina,89
2/21/15,Virginia Tech,53,North Carolina St.,69
2/21/15,IPFW,62,North Dakota St.,66
2/21/15,Northern Kentucky,69,North Florida,88
2/21/15,Drexel,73,Northeastern,83
2/21/15,Eastern Washington,69,Northern Arizona,73
2/21/15,Eastern Michigan,73,Northern Illinois,65
2/21/15,Bradley,39,Northern Iowa,56
2/21/15,Penn St.,39,Northwestern,60
2/21/15,Kent St.,64,Ohio,51
2/21/15,West Virginia,73,Oklahoma St.,63
2/21/15,Louisiana Tech,53,Old Dominion,72
2/21/15,Colorado,58,Oregon St.,72
2/21/15,Portland,77,Pacific,79
2/21/15,San Francisco,56,Pepperdine,54
2/21/15,Northern Colorado,75,Portland St.,91
2/21/15,Mississippi Valley St.,74,Prairie View A&M,84
2/21/15,Canisius,65,Quinnipiac,63
2/21/15,George Washington,48,Richmond,56
2/21/15,Niagara,65,Rider,61
2/21/15,North Dakota,66,Sacramento St.,74
2/21/15,St. Bonaventure,70,Saint Joseph's,60
2/21/15,Gonzaga,70,Saint Mary's,60
2/21/15,Mercer,62,Samford,61
2/21/15,San Diego St.,74,San Jose St.,56
