Date,Home,hpts,Away,apts
12/3/14,Iowa,60,North Carolina,55
12/3/14,UTSA,88,Northern Arizona,83
12/3/14,Tennessee Martin,71,Northern Kentucky,56
12/3/14,Georgia Tech,66,Northwestern,58
12/3/14,Michigan St.,78,Notre Dame,79
12/3/14,Rochester MI,52,Oakland,84
12/3/14,North Texas,61,Oklahoma St.,87
12/3/14,Concordia OR,63,Oregon,94
12/3/14,Mississippi Valley St.,50,Oregon St.,74
12/3/14,Cal St. East Bay,51,Pacific,80
12/3/14,Virginia Tech,58,Penn St.,61
12/3/14,Portland St.,71,Portland,83
12/3/14,Schreiner,48,Prairie View A&M,64
12/3/14,Houston Baptist,58,Rice,55
12/3/14,William & Mary,67,Richmond,68
12/3/14,Central Connecticut,56,Rider,69
12/3/14,Temple,56,Saint Joseph's,58
12/3/14,Canisius,60,Saint Peter's,57
12/3/14,Southern Illinois,79,SIU Edwardsville,67
12/3/14,Wayne St. NE,55,South Dakota St.,89
12/3/14,North Dakota St.,65,Southern Miss,78
12/3/14,Buffalo,63,St. Bonaventure,72
12/3/14,IPFW,87,Stetson,76
12/3/14,Lipscomb,79,Tennessee Tech,84
12/3/14,Sam Houston St.,63,Texas A&M,66
12/3/14,Texas Lutheran,31,Texas St.,72
12/3/14,Auburn,44,Texas Tech,46
12/3/14,Toledo,59,Cleveland St.,54
12/3/14,Coppin St.,76,Towson,84
12/3/14,Creighton,64,Tulsa,77
12/3/14,San Jose St.,56,UC Davis,70
12/3/14,Cal St. Fullerton,45,UCLA,73
12/3/14,NJIT,67,UMass Lowell,71
12/3/14,St. Andrews Pres.,47,UNC Wilmington,105
12/3/14,Loyola Marymount,61,USC,77
12/3/14,Wichita St.,68,Utah,69
12/3/14,Hartford,69,Vermont,81
12/3/14,Idaho,77,Washington St.,71
12/3/14,Bowling Green,52,Western Kentucky,62
12/3/14,Duke,80,Wisconsin,70
12/3/14,Presbyterian,45,Wofford,66
12/3/14,Florida Tech,58,Florida Gulf Coast,77
12/4/14,Sacramento St.,61,Abilene Christian,72
12/4/14,Western Illinois,49,Akron,73
12/4/14,Columbia International,55,Charleston Southern,105
12/4/14,DePaul,84,Chicago St.,60
12/4/14,UMBC,60,George Washington,83
12/4/14,Green Bay,48,Georgia St.,72
12/4/14,Texas Pan American,58,Houston,72
12/4/14,St. Edwards,68,Incarnate Word,85
12/4/14,Arkansas,77,Iowa St.,95
12/4/14,Appalachian St.,67,Jacksonville,56
12/4/14,Monmouth,57,Marist,50
12/4/14,TCU,66,Mississippi,54
12/4/14,Arkansas Little Rock,68,Missouri St.,73
12/4/14,Cal St. Northridge,56,Pepperdine,66
12/4/14,VMI,88,Samford,66
12/4/14,San Diego,48,San Diego St.,57
12/4/14,Morehead St.,48,UAB,58
12/4/14,Seattle,46,UC Santa Barbara,87
12/4/14,North Carolina A&T,54,USC Upstate,65
12/4/14,Baylor,66,Vanderbilt,63
12/4/14,LSU,74,West Virginia,73
12/4/14,Middle Georgia,62,Savannah St.,75
12/4/14,Univ. of the Sciences,54,Drexel,52
12/5/14,Coastal Carolina,58,Auburn,54
12/5/14,Providence,60,Boston College,69
12/5/14,Yale,45,Connecticut,44
12/5/14,Manhattan,54,Fairfield,67
12/5/14,Toccoa Falls,61,Gardner Webb,100
12/5/14,Florida,65,Kansas,71
12/5/14,Texas,51,Kentucky,63
12/5/14,FIU,57,Louisville,82
12/5/14,North Carolina Central,68,Maryland Eastern Shore,63
12/5/14,Western Carolina,64,Minnesota,84
12/5/14,Missouri,63,Oklahoma,82
12/5/14,Duquesne,62,Pittsburgh,76
12/5/14,Quinnipiac,67,Siena,88
12/5/14,Wyoming,53,SMU,66
12/5/14,Youngstown St.,87,South Dakota,79
12/5/14,Dillard,55,Southern,68
12/5/14,Long Beach St.,45,Stephen F. Austin,74
12/5/14,St. Katherine,53,UNLV,113
12/6/14,Jacksonville St.,55,Alabama St.,80
12/6/14,Gonzaga,63,Arizona,66
12/6/14,Belhaven,68,Arkansas St.,95
12/6/14,Indiana St.,63,Ball St.,70
12/6/14,Jacksonville,47,Bethune Cookman,52
12/6/14,Penn,79,Binghamton,70
12/6/14,Saint Peter's,70,Boston University,59
12/6/14,Alabama A&M,47,Bowling Green,64
12/6/14,Bryant,62,Brown,69
12/6/14,Northwestern,56,Butler,65
12/6/14,Hawaii,70,BYU,90
12/6/14,Menlo,35,Cal Poly,72
12/6/14,Fresno St.,63,Cal St. Bakersfield,61
12/6/14,Pepperdine,74,Cal St. Fullerton,62
12/6/14,Vanguard,58,Cal St. Northridge,70
12/6/14,SIU Edwardsville,61,Central Michigan,94
12/6/14,Bucknell,39,Columbia,62
12/6/14,UMass Lowell,60,Cornell,71
12/6/14,Maine,51,Dartmouth,74
12/6/14,Stetson,59,Davidson,90
12/6/14,Eastern Michigan,64,Dayton,73
12/6/14,South Florida,57,Detroit,67
12/6/14,North Dakota,63,Drake,62
12/6/14,IUPUI,62,Evansville,89
12/6/14,UCF,73,Florida St.,96
12/6/14,Samford,64,Furman,74
12/6/14,Thomas GA,66,Gardner Webb,82
12/6/14,USC Upstate,59,Georgia Tech,54
12/6/14,Selma,64,Grambling St.,74
12/6/14,Great Falls,61,Grand Canyon,80
12/6/14,Coppin St.,52,Hampton,71
12/6/14,Central Connecticut,56,Hartford,47
12/6/14,William & Mary,63,High Point,66
12/6/14,Abilene Christian,59,Houston,71
12/6/14,North Carolina A&T,47,Howard,54
12/6/14,UC Davis,71,Idaho,79
12/6/14,Pacific,68,Idaho St.,62
12/6/14,American,55,Illinois,70
12/6/14,Loyola Chicago,77,Illinois Chicago,67
12/6/14,Savannah St.,49,Indiana,95
12/6/14,UMBC,47,Iowa,77
12/6/14,Miami OH,78,IPFW,86
12/6/14,Kent St.,58,Kennesaw St.,46
12/6/14,Wagner,84,Lafayette,97
12/6/14,St. Francis NY,65,Liberty,54
12/6/14,Tennessee St.,68,Lipscomb,77
12/6/14,Lehigh,80,LIU Brooklyn,76
12/6/14,Tennessee Martin,77,Longwood,67
12/6/14,Louisiana College,55,Louisiana Monroe,83
12/6/14,Jackson St.,52,Louisiana Tech,65
12/6/14,Mount St. Mary's,74,Loyola MD,65
12/6/14,Wisconsin,49,Marquette,38
12/6/14,Penn St.,73,Marshall,69
12/6/14,Winthrop,62,Maryland,82
12/6/14,Louisiana Lafayette,70,McNeese St.,80
12/6/14,Bradley,45,Memphis,73
12/6/14,VMI,81,Mercer,90
12/6/14,Green Bay,68,Miami FL,55
12/6/14,NJIT,72,Michigan,70
12/6/14,Arkansas Pine Bluff,52,Michigan St.,85
12/6/14,Utah Valley,60,Montana St.,68
12/6/14,Oakland,70,Morehead St.,68
12/6/14,Western Kentucky,81,Murray St.,93
12/6/14,Wheelock,45,New Hampshire,96
12/6/14,UTEP,64,New Mexico St.,71
12/6/14,Crowley's Ridge,85,New Orleans,100
12/6/14,Canisius,77,Niagara,64
12/6/14,Loyola LA,60,Nicholls St.,89
12/6/14,Morgan St.,65,Norfolk St.,85
12/6/14,Wake Forest,65,North Carolina St.,78
12/6/14,Western Michigan,69,Northeastern,81
12/6/14,George Mason,65,Northern Iowa,71
12/6/14,Fairleigh Dickinson,57,Notre Dame,75
12/6/14,St. Bonaventure,80,Ohio,70
12/6/14,Colgate,50,Ohio St.,70
12/6/14,Oregon St.,65,Portland,58
12/6/14,UNC Greensboro,55,Presbyterian,53
12/6/14,Stony Brook,64,Princeton,77
12/6/14,North Florida,73,Purdue,70
12/6/14,St. Edwards,49,Rice,54
12/6/14,Holy Cross,68,Sacred Heart,81
12/6/14,Boise St.,82,Saint Mary's,71
12/6/14,Texas Pan American,59,Sam Houston St.,78
12/6/14,Santa Clara,61,San Jose St.,50
12/6/14,Eastern Washington,87,Seattle,75
12/6/14,Rutgers,54,Seton Hall,81
12/6/14,Middle Tennessee,68,South Alabama,67
12/6/14,Oklahoma St.,49,South Carolina,75
12/6/14,Florida A&M,61,South Carolina St.,70
12/6/14,UMKC,61,South Dakota St.,81
12/6/14,Southeastern Louisiana,59,Southeast Missouri St.,63
12/6/14,Austin Peay,49,Southern Illinois,71
12/6/14,Rhode Island,75,Southern Miss,43
12/6/14,St. Katherine,45,Southern Utah,92
12/6/14,Albany,59,St. Francis PA,69
12/6/14,St. John's,69,Syracuse,57
12/6/14,La Salle,57,Temple,58
12/6/14,Kansas St.,64,Tennessee,65
12/6/14,Arizona St.,71,Texas A&M,72
12/6/14,Denver,64,Texas A&M Corpus Chris,48
12/6/14,Prairie View A&M,65,Texas St.,81
12/6/14,Navy,60,The Citadel,67
12/6/14,Chicago St.,59,Toledo,87
12/6/14,Central Arkansas,73,Troy,85
12/6/14,Mississippi St.,54,Tulane,59
12/6/14,Sacramento St.,62,UC Irvine,74
12/6/14,Portland St.,62,UC Riverside,88
12/6/14,Weber St.,56,UT Arlington,63
12/6/14,New Mexico,63,Valparaiso,46
12/6/14,Virginia,74,VCU,57
12/6/14,Harvard,64,Vermont,52
12/6/14,Saint Joseph's,46,Villanova,74
12/6/14,UTSA,71,Washington St.,91
12/6/14,Saint Louis,52,Wichita St.,81
12/6/14,Florida National,57,Wofford,88
12/6/14,Alabama,84,Xavier,97
12/7/14,Hofstra,68,Appalachian St.,51
12/7/14,Tulsa,78,Arkansas Little Rock,73
12/7/14,Arkansas,65,Clemson,68
12/7/14,Western Illinois,54,Cleveland St.,76
12/7/14,Northern Colorado,58,Colorado St.,66
12/7/14,Delaware St.,66,Delaware,53
12/7/14,Milwaukee,61,DePaul,83
12/7/14,Central Pennsylvania,73,Elon,117
12/7/14,Charlotte,70,George Washington,78
12/7/14,Towson,46,Georgetown,78
12/7/14,Colorado,57,Georgia,64
12/7/14,North Carolina Central,61,Howard,39
12/7/14,Richmond,46,James Madison,51
12/7/14,Eastern Kentucky,49,Kentucky,82
12/7/14,Marist,38,Manhattan,60
12/7/14,Florida Gulf Coast,84,Massachusetts,75
12/7/14,Iona,89,Monmouth,92
12/7/14,North Dakota St.,57,Montana,69
12/7/14,Creighton,65,Nebraska,55
12/7/14,California,63,Nevada,56
12/7/14,East Carolina,64,North Carolina,108
12/7/14,West Virginia,67,Northern Kentucky,42
12/7/14,Mississippi,79,Oregon,73
12/7/14,Fairfield,56,Quinnipiac,52
12/7/14,Siena,68,Rider,80
12/7/14,Buffalo,74,Robert Morris,59
12/7/14,Houston Baptist,54,San Francisco,85
12/7/14,Ouachita Baptist,60,Stephen F. Austin,84
12/7/14,Illinois St.,78,UAB,74
12/7/14,San Diego,68,UCLA,75
12/7/14,Limestone,66,UNC Asheville,91
12/7/14,Utah St.,84,USC,89
12/7/14,Radford,68,Virginia Tech,66
12/7/14,San Diego St.,36,Washington,49
12/7/14,Urbana,58,Wright St.,81
12/7/14,Regis,35,Wyoming,70
12/7/14,Thiel,45,Youngstown St.,70
12/7/14,Hiwassee,48,Tennessee Tech,87
12/8/14,Nebraska Omaha,61,Air Force,77
12/8/14,Caldwell,63,Binghamton,52
12/8/14,Albany,58,Bucknell,61
12/8/14,Kennesaw St.,51,Butler,93
12/8/14,Johnson & Wales NC,38,Campbell,63
12/8/14,Montreat,50,Chattanooga,104
12/8/14,Yale,47,Florida,85
12/8/14,Morgan St.,58,Hampton,62
12/8/14,Boston University,56,Harvard,70
12/8/14,Sacred Heart,81,Lafayette,82
12/8/14,North Carolina A&T,58,Maryland Eastern Shore,69
12/8/14,Savannah St.,39,Miami FL,70
12/8/14,North Dakota,56,Minnesota,92
12/8/14,Coppin St.,69,Norfolk St.,88
12/8/14,Brown,77,Providence,67
12/8/14,IPFW,43,Purdue,63
12/8/14,UC Santa Barbara,73,SMU,80
12/8/14,Bethune Cookman,66,South Carolina St.,71
12/8/14,Incarnate Word,65,UTEP,81
12/9/14,Utah Valley,56,Arizona,87
12/9/14,Bryant,80,Army,73
12/9/14,Texas A&M,63,Baylor,77
12/9/14,Evansville,65,Belmont,62
12/9/14,Adams St.,49,Boise St.,78
12/9/14,SUNY Morrisville,52,Colgate,88
12/9/14,South Dakota,88,Creighton,91
12/9/14,Bowling Green,52,Dayton,56
12/9/14,Idaho St.,67,Grand Canyon,51
12/9/14,Hartford,79,Holy Cross,61
12/9/14,Alcorn St.,44,Iowa,67
12/9/14,UMKC,56,Iowa St.,73
12/9/14,Bradley,47,Kansas St.,50
12/9/14,Northwestern St.,74,Louisiana Monroe,82
12/9/14,Indiana,74,Louisville,94
12/9/14,LIU Brooklyn,83,Maine,70
12/9/14,Eastern Michigan,45,Michigan,42
12/9/14,VMI,66,Navy,84
12/9/14,St. Francis NY,66,NJIT,68
12/9/14,Mount St. Mary's,67,Notre Dame,93
12/9/14,Marist,42,Penn,59
12/9/14,New Hampshire,56,Rutgers,60
12/9/14,Loyola MD,42,Saint Joseph's,68
12/9/14,South Dakota St.,62,Saint Louis,55
12/9/14,St. Katherine,63,San Jose St.,74
12/9/14,Furman,69,TCU,80
12/9/14,Eastern Illinois,70,UC Davis,80
12/9/14,Villanova,73,Illinois,59
12/9/14,Seton Hall,68,Wichita St.,77
12/9/14,Mars Hill,51,Winthrop,96
12/9/14,IUPUI,43,Xavier,66
12/10/14,Utah,65,BYU,61
12/10/14,Wyoming,42,California,45
12/10/14,UMBC,53,Central Connecticut,65
12/10/14,Colorado St.,62,Colorado,60
12/10/14,Hofstra,105,Coppin St.,64
12/10/14,Campbell,70,Delaware St.,55
12/10/14,Northern Iowa,65,Denver,55
12/10/14,Monmouth,58,Fordham,68
12/10/14,Kansas,75,Georgetown,70
12/10/14,Washington St.,66,Gonzaga,81
12/10/14,Rider,64,Iona,77
12/10/14,Columbia,46,Kentucky,56
12/10/14,Louisiana Tech,86,Louisiana Lafayette,94
12/10/14,North Carolina Central,56,Maryland,67
12/10/14,Wisconsin,93,Milwaukee,54
12/10/14,Southern,57,Minnesota,85
12/10/14,Davidson,110,Montana,99
12/10/14,Incarnate Word,74,Nebraska,73
12/10/14,Iowa Wesleyan,67,Nebraska Omaha,94
12/10/14,High Point,43,Ohio St.,97
12/10/14,Duquesne,62,Penn St.,64
12/10/14,Rhode Island,60,Providence,68
12/10/14,Arkansas St.,46,Purdue,87
12/10/14,Princeton,46,Saint Peter's,60
12/10/14,Long Beach St.,59,San Diego St.,60
12/10/14,Southern Illinois,54,Southeast Missouri St.,55
12/10/14,Fairleigh Dickinson,52,St. John's,74
12/10/14,Towson,64,Temple,76
12/10/14,Fresno St.,56,Texas Tech,73
12/10/14,SE Oklahoma St.,69,Tulsa,66
12/10/14,UC Riverside,66,UCLA,77
12/10/14,Dartmouth,69,UMass Lowell,48
12/10/14,Greensboro,78,UNC Greensboro,82
12/10/14,Trinity Int'l IL,54,Valparaiso,79
12/11/14,Wright St.,79,Belmont,71
12/11/14,Northwest Nazarene,51,Boise St.,91
12/11/14,Maine,74,Boston College,85
12/11/14,Warren Wilson,40,Coastal Carolina,85
12/11/14,Binghamton,44,Colgate,65
12/11/14,South Carolina St.,47,College of Charleston,50
12/11/14,DePaul,68,George Washington,81
12/11/14,UCF,60,Illinois Chicago,71
12/11/14,Michigan-Dearborn,67,IPFW,91
12/11/14,Elon,73,Missouri,78
12/11/14,Cal St. Fullerton,59,Sacramento St.,73
12/11/14,Eastern Washington,81,San Francisco,76
12/11/14,Chattanooga,67,The Citadel,48
12/11/14,Fort Valley St.,63,Troy,80
12/11/14,San Diego,79,UC Santa Barbara,65
12/11/14,Tusculum,40,UNC Asheville,78
12/11/14,Idaho,75,Western Illinois,78
12/12/14,Texas Southern,50,Florida,75
12/12/14,NJIT,66,Holy Cross,76
12/12/14,Iowa St.,90,Iowa,75
12/12/14,Charleston Southern,50,North Carolina St.,86
12/13/14,Northern New Mexico,48,Abilene Christian,76
12/13/14,Arkansas Pine Bluff,47,Air Force,80
12/13/14,Middle Tennessee,62,Akron,61
12/13/14,Tennessee Tech,53,Alabama,65
12/13/14,Michigan,53,Arizona,80
12/13/14,Pepperdine,74,Arizona St.,81
12/13/14,Dayton,55,Arkansas,69
12/13/14,Lipscomb,68,Austin Peay,59
12/13/14,Cleveland St.,57,Bowling Green,67
12/13/14,Princeton,57,California,67
12/13/14,Northern Colorado,68,Colorado,93
12/13/14,Arkansas Fort Smith,60,Colorado St.,88
12/13/14,Saint Mary's,71,Creighton,67
12/13/14,Niagara,58,Davidson,78
12/13/14,Wichita St.,77,Detroit,68
12/13/14,La Salle,65,Drexel,55
12/13/14,James Madison,58,East Carolina,70
12/13/14,UNC Greensboro,80,East Tennessee St.,79
12/13/14,Northern Illinois,55,Eastern Illinois,59
12/13/14,Murray St.,81,Evansville,79
12/13/14,Cal Poly,57,Fresno St.,63
12/13/14,Furman,68,Gardner Webb,74
12/13/14,Radford,49,Georgetown,76
12/13/14,Drake,48,Green Bay,64
12/13/14,Rider,63,Hartford,61
12/13/14,Arlington Baptist,84,Houston Baptist,99
12/13/14,Northwest Nazarene,57,Idaho St.,69
12/13/14,Oregon,77,Illinois,70
12/13/14,Grand Canyon,66,Indiana,94
12/13/14,Indiana St.,84,Iona,91
12/13/14,Eastern Kentucky,73,IUPUI,64
12/13/14,Utah,60,Kansas,63
12/13/14,North Carolina,70,Kentucky,84
12/13/14,Bluefield College,61,Liberty,79
12/13/14,Centenary,59,Louisiana Lafayette,115
12/13/14,Jackson St.,46,Loyola Chicago,58
12/13/14,Sam Houston St.,67,LSU,76
12/13/14,USC Upstate,57,Maryland,67
12/13/14,Navy,46,Maryland Eastern Shore,53
12/13/14,Canisius,58,Massachusetts,75
12/13/14,Oklahoma St.,73,Memphis,55
12/13/14,Western Kentucky,81,Mississippi,74
12/13/14,Xavier,74,Missouri,58
12/13/14,Norfolk St.,64,Mount St. Mary's,67
12/13/14,Cincinnati,55,Nebraska,56
12/13/14,Cal St. Fullerton,65,Nevada,55
12/13/14,Louisiana Monroe,46,New Mexico,54
12/13/14,North Dakota,42,North Dakota St.,71
12/13/14,Loyola Marymount,69,Northern Arizona,71
12/13/14,Florida St.,63,Notre Dame,83
12/13/14,Alcorn St.,55,Ohio,66
12/13/14,Morehead St.,71,Ohio St.,87
12/13/14,New Mexico St.,83,Oral Roberts,86
12/13/14,Mississippi St.,49,Oregon St.,59
12/13/14,St. Bonaventure,54,Pittsburgh,58
12/13/14,Cal St. Bakersfield,59,Portland St.,65
12/13/14,Montreat,68,Presbyterian,79
12/13/14,Stony Brook,61,Providence,79
12/13/14,Delaware St.,44,Rhode Island,83
12/13/14,Howard,41,Richmond,54
12/13/14,Duquesne,59,Robert Morris,75
12/13/14,SIU Edwardsville,61,Saint Louis,67
12/13/14,New Orleans,60,San Diego,85
12/13/14,Seattle,54,San Jose St.,38
12/13/14,Washington St.,67,Santa Clara,76
12/13/14,Albany,77,Siena,68
12/13/14,UNLV,75,South Dakota,61
12/13/14,Idaho,85,South Dakota St.,87
12/13/14,Missouri St.,73,Southeast Missouri St.,61
12/13/14,Spring Hill,56,Southern Miss,66
12/13/14,Mt. St. Vincent,72,St. Francis NY,90
12/13/14,Denver,43,Stanford,49
12/13/14,McNeese St.,50,TCU,68
12/13/14,Texas St.,27,Texas,59
12/13/14,Youngstown St.,63,Texas A&M,81
12/13/14,Lamar,60,Texas Pan American,66
12/13/14,Arkansas St.,65,Toledo,73
12/13/14,Oklahoma,87,Tulsa,68
12/13/14,UT Arlington,70,UC Irvine,62
12/13/14,Florida Atlantic,54,UCF,41
12/13/14,Gonzaga,87,UCLA,74
12/13/14,Nebraska Omaha,72,UMKC,79
12/13/14,Army,85,USC,77
12/13/14,Utah St.,50,Utah Valley,47
12/13/14,Ball St.,62,Valparaiso,65
12/13/14,Purdue,71,Vanderbilt,81
12/13/14,Northern Iowa,87,VCU,93
12/13/14,Marist,77,VMI,92
12/13/14,BYU,76,Weber St.,60
12/13/14,Alabama St.,68,Western Illinois,78
12/13/14,Nicholls St.,43,Wisconsin,86
12/14/14,Kent St.,60,Arkansas Little Rock,55
12/14/14,Southern Utah,60,Boise St.,79
12/14/14,Binghamton,49,Boston College,63
12/14/14,Quinnipiac,68,Boston University,71
12/14/14,Auburn,61,Clemson,72
12/14/14,Campbell,47,College of Charleston,58
12/14/14,Coppin St.,85,Connecticut,106
12/14/14,Illinois St.,78,DePaul,72
12/14/14,Jacksonville,34,Florida,79
12/14/14,FIU,69,Florida Gulf Coast,63
12/14/14,Southern,78,Iowa St.,88
12/14/14,Dartmouth,67,Jacksonville St.,79
12/14/14,Savannah St.,53,Kansas St.,73
12/14/14,NJIT,49,LIU Brooklyn,65
12/14/14,UNC Wilmington,57,Louisville,68
12/14/14,Oakland,61,Michigan St.,87
12/14/14,Montana,58,Milwaukee,73
12/14/14,Colgate,57,New Hampshire,63
12/14/14,Wofford,55,North Carolina St.,54
12/14/14,Cincinnati Clermont,53,Northern Kentucky,107
12/14/14,Mississippi Valley St.,49,Northwestern,101
12/14/14,North Carolina A&T,48,Old Dominion,85
12/14/14,Western Michigan,80,Pacific,72
12/14/14,George Washington,51,Penn St.,64
12/14/14,Manhattan,55,Rutgers,63
12/14/14,Portland,80,Sacramento St.,75
12/14/14,Mitchell,68,Sacred Heart,104
12/14/14,Saint Peter's,52,Seton Hall,67
12/14/14,Coastal Carolina,57,South Carolina St.,43
12/14/14,Chicago St.,50,Southern Illinois,65
12/14/14,Fordham,53,St. John's,74
12/14/14,North Texas,48,Stephen F. Austin,59
12/14/14,Louisiana Tech,69,Syracuse,71
12/14/14,Butler,55,Tennessee,67
12/14/14,Prairie View A&M,51,Texas Tech,79
12/14/14,UNC Asheville,71,UAB,79
12/14/14,Longwood,53,UMBC,58
12/14/14,Wagner,47,Vermont,61
12/14/14,Temple,62,Villanova,85
12/14/14,Alabama A&M,55,Virginia Tech,65
12/14/14,Samford,68,Wake Forest,86
12/14/14,Eastern Washington,77,Washington,81
12/14/14,Marshall,66,West Virginia,69
12/14/14,Miami OH,59,Wright St.,68
12/14/14,Montana St.,61,Wyoming,70
12/15/14,Troy,70,Austin Peay,73
12/15/14,Mt. Vernon Nazarene,40,Cleveland St.,86
12/15/14,Jackson St.,66,Drake,76
12/15/14,Elon,62,Duke,75
12/15/14,Appalachian St.,57,Georgia Tech,70
12/15/14,Texas Southern,54,Gonzaga,94
12/15/14,Bethune Cookman,50,Grand Canyon,60
12/15/14,IUPUI,47,Howard,57
12/15/14,Tennessee Martin,81,Illinois Chicago,78
12/15/14,Champion Baptist,54,Lamar,128
12/15/14,Virginia Wise,49,Norfolk St.,88
12/15/14,Grambling St.,43,Oregon St.,71
12/15/14,South Alabama,68,Pepperdine,78
12/15/14,Cal Poly,78,San Francisco,71
12/15/14,Northwest,58,Seattle,84
12/15/14,Georgia Southern,68,South Florida,63
12/15/14,UTSA,73,Texas A&M Corpus Chris,60
12/15/14,Tennessee Tech,82,North Florida,80
12/15/14,North Carolina Central,47,Memphis,81
12/15/14,Missouri St.,61,Oral Roberts,80
12/16/14,Oakland,64,Arizona,101
12/16/14,Drexel,70,Buffalo,80
12/16/14,College of Charleston,85,Charlotte,90
12/16/14,Northern Kentucky,81,Chattanooga,93
12/16/14,East Tennessee St.,63,Eastern Kentucky,60
12/16/14,Stetson,69,Florida Atlantic,79
12/16/14,Houston Baptist,76,Houston,83
12/16/14,Truman St.,68,Indiana St.,78
12/16/14,UNC Asheville,55,Jacksonville St.,64
12/16/14,American,68,La Salle,66
12/16/14,Susquehanna,66,Lafayette,91
12/16/14,Central Baptist,53,Louisiana Monroe,78
12/16/14,Arizona St.,71,Marquette,78
12/16/14,King,76,Marshall,90
12/16/14,LSU Alexandria,68,McNeese St.,84
12/16/14,Dartmouth,67,Mercer,51
12/16/14,UC Irvine,62,Morgan St.,63
12/16/14,Arkansas Monticello,75,Nicholls St.,81
12/16/14,Akron,46,North Dakota St.,55
12/16/14,Mississippi Valley St.,64,Northern Illinois,71
12/16/14,Oral Roberts,53,Oklahoma,85
12/16/14,Middle Tennessee,44,Oklahoma St.,68
12/16/14,Samford,81,Presbyterian,71
12/16/14,Johnson & Wales NC,54,Radford,92
12/16/14,Northern Arizona,73,Saint Mary's,71
12/16/14,Eastern Washington,52,Sam Houston St.,76
12/16/14,Champion Baptist,50,Southern,114
12/16/14,Tennessee St.,58,Southern Illinois,65
12/16/14,Lipscomb,61,Texas,106
12/16/14,Savannah St.,67,Tulane,75
12/16/14,North Carolina,79,UNC Greensboro,56
12/16/14,Southeastern Louisiana,62,UTEP,80
12/16/14,Western Carolina,79,Vanderbilt,99
12/16/14,Belmont,51,VCU,78
12/16/14,Alabama,52,Wichita St.,53
12/17/14,Winthrop,62,Auburn,80
12/17/14,James Madison,72,Ball St.,52
12/17/14,New Mexico St.,55,Baylor,66
12/17/14,Northeastern,58,Cal Poly,60
12/17/14,SIU Edwardsville,65,Campbell,70
12/17/14,San Diego St.,62,Cincinnati,71
12/17/14,Texas A&M Corpus Chris,73,Denver,83
12/17/14,St. Francis PA,67,Duquesne,52
12/17/14,North Florida,77,Florida St.,93
12/17/14,Incarnate Word,82,Grand Canyon,80
12/17/14,Morehead St.,50,Green Bay,66
12/17/14,Ferrum,48,High Point,106
12/17/14,Arkansas Pine Bluff,61,Houston,56
12/17/14,Hampton,55,Illinois,73
12/17/14,Tennessee Martin,54,Illinois St.,64
12/17/14,Gardner Webb,65,Jacksonville,68
12/17/14,Milligan,76,Louisiana Lafayette,115
12/17/14,Abilene Christian,44,Loyola Chicago,83
12/17/14,USC Upstate,73,Memphis,83
12/17/14,Longwood,60,Miami OH,71
12/17/14,Eastern Michigan,46,Michigan St.,66
12/17/14,Arkansas St.,69,Mississippi St.,55
12/17/14,Alcorn St.,56,Murray St.,94
12/17/14,Northern Colorado,82,Nebraska Omaha,92
12/17/14,Central Arkansas,55,New Mexico,76
12/17/14,Barber Scotia,52,North Carolina Central,108
12/17/14,Tennessee,72,North Carolina St.,83
12/17/14,Langston,65,North Texas,78
12/17/14,Central Michigan,80,Northwestern,67
12/17/14,North Carolina A&T,55,Ohio St.,97
12/17/14,Georgia St.,54,Old Dominion,58
12/17/14,Cal St. Northridge,56,Oregon,79
12/17/14,Howard,45,Pepperdine,53
12/17/14,Manhattan,56,Pittsburgh,65
12/17/14,Texas Pan American,69,Saint Louis,75
12/17/14,Illinois Chicago,46,SMU,67
12/17/14,Delaware St.,72,St. Francis NY,64
12/17/14,Loyola Marymount,58,Stanford,67
12/17/14,Texas St.,60,Stephen F. Austin,66
12/17/14,South Carolina St.,39,Texas Tech,101
12/17/14,Robert Morris,57,Toledo,83
12/17/14,Missouri St.,70,Tulsa,74
12/17/14,Detroit,70,UCF,75
12/17/14,Liberty,70,UNC Wilmington,73
12/17/14,Portland,73,UNLV,75
12/17/14,Grambling St.,38,Washington,86
12/17/14,Chicago St.,60,Western Kentucky,75
12/17/14,Charleston Southern,58,Wofford,64
12/17/14,Kennesaw St.,90,Youngstown St.,84
12/17/14,Catawba,69,George Mason,99
12/18/14,Oakland City,52,Austin Peay,76
12/18/14,Eureka,38,Bradley,80
12/18/14,Cal St. Dominguez Hill,50,Cal St. Fullerton,72
12/18/14,Stony Brook,59,Canisius,60
12/18/14,Appalachian St.,65,Charlotte,75
12/18/14,Duke,66,Connecticut,56
12/18/14,Temple,82,Delaware,62
12/18/14,Ohio,69,Evansville,81
12/18/14,Walla Walla,39,Idaho,86
12/18/14,Southern Miss,46,Jackson St.,66
12/18/14,FIU,58,LIU Brooklyn,69
12/18/14,Nicholls St.,54,Louisiana Tech,79
12/18/14,Coastal Carolina,68,Mississippi,71
12/18/14,DePaul,59,Oregon St.,90
12/18/14,Nevada,65,Pacific,69
12/18/14,Lehigh,65,Quinnipiac,80
12/18/14,St. Thomas TX,61,Rice,72
12/18/14,South Alabama,54,Richmond,65
12/18/14,Morgan St.,48,Rider,62
12/18/14,Portland St.,40,San Francisco,77
12/18/14,Montana St.,53,South Dakota,55
